,회사명,채용공고사항,링크,지역,경력,학력,월급
70,피플뱅크코리아(주),[마포] 공간정보 AI 기술기업 딥러닝 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49956546&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력 3~10년,석사↑,정규직
71,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 ML 솔루션 아키텍트 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49959054&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 2~5년,대졸↑,정규직
72,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 SysOps 및 SRE 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49959180&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 2~10년,대졸↑,정규직
73,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 GPU/NPU 소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49959324&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,대졸↑,정규직
74,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 Compiler 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49959377&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,대졸↑,정규직
75,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 시스템 소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49958973&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,대졸↑,정규직
76,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 플랫폼 소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49959421&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,대졸↑,정규직
77,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 DevOps 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50065116&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력 2~10년,대졸↑,정규직
78,(주)옵트에이아이,임베디드 AI SW 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947263&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강서구,신입·경력,대졸↑,정규직
79,(주)휴톰,[AI 의료기기] Graphics Engineer(Unity) 유니티 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49758694&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력5년↑,대졸↑,정규직
80,(주)엘리스그룹,AI 교육 콘텐츠 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50002130&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력1년↑,대졸↑,정규직
81,(주)엘로이랩,[서울/AI 초분광 솔루션] 프리세일즈/기술지원/시스템엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49994106&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 구로구,신입,대졸↑,정규직
82,(주)비전스페이스,로봇 SW 개발 및 제어 엔지니어 & 로봇 AI RAG 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49663211&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,대졸↑,정규직
83,(주)파인더스에이아이,"기구설계 엔지니어 채용 (AI스타트업, 무인매장솔루션)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49802767&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,학력무관,정규직
84,(주)데이타몬드,[데이터엔지니어] AI 에이전트 백엔드 개발자를 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49870018&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 마포구,경력5년↑,대졸↑,정규직·파트
85,메가존클라우드(주),클라우드 AI/ML Engineer 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49819883&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 과천시,경력무관,학력무관,정규직
86,(주)클루커스,[클루커스] GEN AI Engineer 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49693190&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력2년↑,대졸↑,정규직
87,(주)딥엑스,[㈜딥엑스][AI반도체] Software Engineer 상시모집(12개 포지션),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039742&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력,대졸↑,정규직
88,(주)딥엑스,[㈜딥엑스][AI반도체] Field Application Engineer 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039865&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력 3~20년,대졸↑,정규직
89,(주)딥엑스,[㈜딥엑스][AI반도체] Hardware Engineer 상시모집 (4개 포지션),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039845&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력,대졸↑,정규직
90,(주)보스반도체,ADAS NPU AI SW Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50028353&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,학력무관,정규직
91,(주)이츠코리아,AI Center Backend Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49871471&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 6~16년,대졸↑,정규직
92,(주)마인즈앤컴퍼니,[인공지능솔루션] 엔지니어 직군 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49714619&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 1~20년,대졸↑,정규직·전문연구요원
93,(주)이너버즈,[이미지/비디오 생성형 AI] Research Engineer (전문연구요원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49839433&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,석사↑,정규직
94,(주)액션파워,인공지능/머신러닝 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43586786&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 관악구,신입·경력,대졸↑,정규직
95,(주)뤼튼테크놀로지스,AI Engineer 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49981387&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,석사↑,정규직·인턴직
96,(주)업스테이지,AI Application Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997630&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~20년,학력무관,정규직
97,(주)업스테이지,AI Research Engineer - LLM,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997664&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,학력무관,정규직
98,(주)업스테이지,AI Research Engineer - Document AI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997668&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,신입·경력,석사↑,정규직
99,(주)더라이징스타헤딩,인공지능기업의 DevOps Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50012207&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력2년↑,고졸↑,정규직
100,(주)헥토,"[헥토 AI랩] AI테크팀 (Software Engineer, ML 담당자 )",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49821476&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력8년↑,대졸↑,정규직
101,(주)인애이블퓨전,(주)인애이블퓨전 2025 상반기 공채 - AI Application Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49769610&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력3년↑,대졸↑,정규직
102,쓰리핸즈(3Handz),[ AI Software Engineer ] iGaming 글로벌 개발 스튜디오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50005373&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~12년,대졸↑,정규직
103,(주)웨이센,Medical AI Research Engineer(Senior),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49994127&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 5~10년,대졸↑,정규직
104,(주)슈퍼솔루션,신규 직원  AI/MLOps Engineer 채용 합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50018953&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,신입·경력,학력무관,정규직·계약직
105,(주)슈퍼솔루션,AI/ML SYSTEM Engineer 채용 합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50044314&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 금천구,신입·경력,학력무관,정규직·계약직
106,삼양식품(주),삼양식품(주) - Healthcare BU AI Engineer 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49883105&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 성동구,경력2년↑,대졸↑,정규직
107,아일리스프런티어(주),인공지능 시스템 백엔드 서버 개발자 및 DevOps 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49878181&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 종로구,경력 2~3년,학력무관,정규직
108,아일리스프런티어(주),인공지능 시스템 백엔드 서버 개발자 및 DevOps 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49968459&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 종로구,경력 2~3년,학력무관,정규직
109,(주)인포시즈,[병역특례/보충역] AI Engineer 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50015424&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,대졸↑,정규직
110,(주)인포시즈,AI Engineer 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50015378&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력무관,대졸↑,정규직
111,피플뱅크코리아(주),[강남] AI 인프라 솔루션 전문기업 AI사업부 Software Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49959568&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력무관,대졸↑,정규직
112,(주)업스테이지,AI Site Reliability Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997657&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기전체,경력 3~10년,학력무관,정규직
113,쓰리핸즈(3Handz),[ AI Engineer (LLM 애플리케이션 개발) ] iGaming 개발 글로벌,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50005368&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 강남구,경력 3~12년,대졸↑,정규직
114,(주)토르드라이브,[ThorDrive] Senior Software Engineer (Embedded AI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49985891&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,경력3년↑,대졸↑,정규직
115,(주)토르드라이브,Senior Software Engineer-Embedded AI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004518&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울전체,경력 3~10년,대졸↑,정규직
116,(주)맨파워그룹코리아,[판교/6M] Haier AI Design engineer 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50039039&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력무관,대졸↑,계약직·파견직
117,오브로(주),[판교 IT기업] AI 컴퓨터 비전연구 및 위치추적 기술 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49895104&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력무관,대졸↑,정규직
118,한국쓰리엠(주),[3M] 한국쓰리엠 신입/경력사원 모집 안내,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49610950&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 영등포구,신입·경력,대졸↑,정규직·계약직
119,삼성웰스토리(주),경력사원 채용(데이터사이언티스트),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50064114&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,경기 성남시 분당구,경력,학력무관,정규직
120,윌로펌프(주),[WILO] 윌로펌프 소프트웨어 엔지니어 수시 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50044571&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 강서구,경력10년↓,학력무관,정규직
121,한국과학기술원,위성시스템 전문가 양성 과정(뉴스페이스 리더 3기) 교육생 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49806892&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,신입·경력,대졸↑,계약직
122,한국과학기술원,KAIST 과학영재교육연구원 연구교원 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50045458&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,대전 유성구,신입·경력,대졸↑,계약직
123,㈜동화엔텍,(주)동화엔텍 DT추진팀 AI 및 RPA 개발자 인재 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50033110&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,부산 강서구,경력3년↑,대졸↑,정규직
124,(주)케이티디에스,[kt ds] 2025년 부문별 경력사원 상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49444384&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 서초구,경력2년↑,학력무관,정규직·계약직
125,서울대학교병원,서울대학교병원 AI/데이터사이언스 연구원 및 대학원생 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49797744&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 종로구,경력무관,대졸↑,계약직
126,(주)트루엔,"[트루엔] 2025 핵심인재(TECH, Non-Tech) 적극채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004379&location=ts&searchword=ai%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=search&paid_fl=n&search_uuid=5167dd55-7683-4ae4-9555-8cb3ceb5a3e0,서울 구로구,경력무관,대졸↑,정규직
